-7.3329,-6.9878
-5.2286,-5.6508
8.985,9.0576
8.985,8.5242
-1.7834,-1.48
-1.7834,-1.4872
-1.7834,-0.91242
-1.7834,-2.5578
-1.7834,-1.1656
-1.7834,-2.003
-0.49454,-0.91242
-0.49454,-1.1656
-4.4211,-3.6944
-4.4211,-5.3559
-4.4211,-4.2155
-4.4211,-3.7251
3.4045,3.5981
1.6145,1.7321
1.6145,1.2447
1.6145,2.3463
3.5981,3.4045
1.7321,1.6145
1.7321,1.5979
1.7321,1.2447
1.7321,2.3463
1.7321,2.3497
8.3566,7.5906
8.3566,8.4855
-0.50571,0.017284
-5.8599,-6.2953
0.41084,1.0842
0.41084,0.47115
0.41084,1.2447
-6.9185,-5.9739
-6.9185,-7.3133
-1.48,-1.7834
-1.48,-1.1424
-1.48,-1.1656
-1.48,-2.003
-1.1654,-0.65679
-1.1654,-0.74297
3.962,4.0671
3.962,3.7399
3.962,3.8427
4.5242,4.4862
4.5242,3.6086
4.5242,5.0706
-4.9569,-4.733
1.5979,1.7321
1.5979,1.8147
1.5979,2.3221
1.5979,2.3497
-7.8914,-8.19
2.7772,3.7399
9.6113,8.8999
9.6113,9.5559
-5.3132,-5.9352
0.12394,-0.65679
0.12394,0.70437
-5.044,-5.3743
-7.7258,-7.4391
-1.9079,-1.2518
-1.9079,-1.5068
-1.9079,-2.1794
-6.9878,-7.3329
-6.9878,-6.2953
9.5117,9.2172
9.5117,9.7305
-2.2572,-1.8509
-2.2572,-2.8429
-2.2572,-2.765
-3.6944,-4.4211
-3.6944,-3.0904
-3.6944,-4.2155
-3.6944,-3.527
-5.3559,-4.4211
-5.3559,-5.8761
-5.3559,-5.9739
-5.3559,-5.3633
2.2281,1.8147
2.2281,2.3221
2.0677,1.0842
3.6693,2.8424
3.6693,4.2052
3.6693,3.1395
3.6693,3.6202
8.0683,8.042
8.0683,7.7139
-5.098,-5.6168
-8.0838,-9.0081
9.2172,9.5117
9.2172,9.7305
-1.1424,-1.48
-1.1424,-0.4458
-1.1424,-0.74297
-3.6495,-3.4474
-3.6495,-3.527
-3.6495,-3.0753
-5.8761,-5.3559
1.0842,0.41084
1.0842,2.0677
1.0842,1.2447
-1.4872,-1.7834
-1.4872,-0.91242
-1.4872,-1.1656
-1.4872,-2.003
0.47115,0.41084
0.47115,1.2447
1.2447,1.6145
1.2447,1.7321
1.2447,0.41084
1.2447,1.0842
1.2447,0.47115
-3.0904,-3.6944
-3.0904,-2.1794
-3.0904,-3.7251
4.212,4.4177
4.212,4.0204
4.4862,4.5242
4.4862,3.6086
4.4862,5.0706
-0.65679,-1.1654
-0.65679,0.12394
-0.65679,-0.74297
0.84175,0.255
1.1806,1.8147
-0.91242,-1.7834
-0.91242,-0.49454
-0.91242,-1.4872
-0.91242,-1.1656
8.8999,9.6113
-5.3743,-5.044
-5.3743,-5.0876
-1.5742,-1.0832
1.2089,0.59155
-3.4474,-3.6495
-3.4474,-3.0753
-4.733,-4.9569
1.8243,1.5329
4.0671,3.962
4.0671,3.7399
4.0671,3.8427
4.0671,4.9692
-4.2155,-4.4211
-4.2155,-3.6944
-4.2155,-3.7251
5.6611,5.0706
-9.0081,-8.0838
2.1229,1.5329
2.1229,2.3538
2.1229,1.3668
2.8424,3.6693
2.8424,3.6202
2.0556,1.5291
4.4177,4.212
4.4177,5.3356
9.9456,9.3616
9.9456,9.1425
0.255,0.84175
0.255,-0.4458
4.2052,3.6693
4.2052,4.0204
4.2052,3.6202
3.7399,3.962
3.7399,2.7772
3.7399,4.0671
7.8533,6.9267
-0.4458,-1.1424
-0.4458,0.255
-0.4458,-0.74297
0.59155,1.2089
-6.7431,-5.925
-1.2518,-1.9079
-1.2518,-1.5068
-1.2518,-2.1794
-4.2302,-4.6338
4.0204,4.212
4.0204,4.2052
4.0204,3.6202
-7.4391,-7.7258
-7.4391,-6.9779
7.5906,8.3566
1.5329,1.8243
1.5329,2.1229
1.5329,0.79406
1.5329,0.70437
1.5329,1.3668
-5.9739,-6.9185
-5.9739,-5.3559
-5.9739,-5.3633
9.7305,9.5117
9.7305,9.2172
-5.3633,-5.3559
-5.3633,-5.9739
-6.9779,-7.4391
-6.9779,-6.9397
-6.9779,-6.571
6.3491,5.5067
1.8147,1.5979
1.8147,2.2281
1.8147,1.1806
1.8147,2.3221
1.8147,2.3497
-1.8509,-2.2572
-8.19,-7.8914
2.3221,1.5979
2.3221,2.2281
2.3221,1.8147
2.3221,2.3497
-2.8429,-2.2572
-2.8429,-2.765
5.3356,4.4177
5.3356,5.5067
-2.5578,-1.7834
-2.5578,-3.2377
-2.5578,-2.003
5.8304,4.9692
