-5.2261,-4.6994
-5.2261,-5.8158
-5.2261,-5.376
-5.2261,-4.9008
-5.5168,-5.5204
-5.5168,-6.238
5.9603,5.3368
5.9603,5.8964
5.9603,6.7744
5.9603,5.7202
5.9603,6.2803
-1.0665,-1.7243
-1.0665,-0.53067
-3.3902,-3.8668
-3.3902,-2.6838
4.7224,4.8221
4.7224,5.2811
6.0918,6.2084
6.0918,5.8162
6.0918,6.7427
6.0918,5.2811
-6.0791,-6.3249
-6.0791,-5.2639
-4.26,-3.3969
-4.26,-4.1568
-4.26,-3.4918
1.4822,0.64607
1.4822,0.91175
-5.9122,-5.2771
-5.9122,-6.5929
4.8391,4.5149
4.8391,5.3368
-4.6994,-5.2261
-4.6994,-4.0678
-4.6994,-5.376
-4.6994,-4.9008
-4.6994,-4.3268
-4.6994,-5.0212
5.7218,6.2355
5.7218,5.3472
5.7218,5.2541
5.7218,5.9139
5.7218,4.8458
5.7218,6.5191
1.802,1.154
1.802,1.2911
1.802,2.2666
1.802,2.3227
1.6416,1.2319
1.6416,0.70938
1.6416,2.0213
-2.347,-3.2368
-2.347,-2.2267
-5.5204,-5.5168
-5.5204,-5.6762
-5.5204,-6.1585
5.9736,6.5662
5.9736,5.8881
5.9736,5.3649
5.9736,6.4742
-1.5806,-1.8952
-1.5806,-2.2267
-3.2368,-2.347
-3.2368,-4.1454
-3.2368,-2.9864
-5.9774,-5.4041
-5.9774,-6.0491
-5.9774,-5.8542
-5.9774,-6.5503
-5.9774,-5.3204
-5.9774,-6.5551
-5.9774,-6.5643
-0.81654,-1.2776
-0.81654,-0.12647
-0.81654,-0.39007
-0.81654,-0.85503
-0.81654,-1.3348
-5.4041,-5.9774
-5.4041,-5.8542
-5.4041,-4.9656
-5.4041,-5.3204
6.3082,6.7653
4.5149,4.8391
4.5149,5.3368
4.5149,4.5062
4.5149,5.1767
-3.3969,-4.26
-3.3969,-4.1568
-3.3969,-2.8497
1.2319,1.6416
1.2319,1.2911
1.2319,0.70938
1.2319,0.36641
1.2319,2.0213
4.8548,4.0538
4.8548,5.6234
4.8548,5.2078
6.2084,6.0918
6.2084,5.4677
6.2084,6.4742
3.7581,3.0548
4.6955,5.4677
-1.1441,-1.7243
-1.1441,-0.53067
-1.1441,-1.8779
-4.3817,-4.4098
-4.3817,-4.8066
-4.3817,-5.3204
-3.8668,-3.3902
-3.8668,-4.1454
-3.8668,-2.9864
-3.8668,-4.5485
-6.0491,-5.9774
-6.0491,-5.4894
-6.0491,-6.0869
-6.0491,-6.5503
-6.0491,-5.3204
-6.0491,-6.5551
5.3644,5.9802
5.3644,5.2407
5.3644,4.3688
-2.3407,-1.6356
-2.3407,-1.8779
-2.3407,-2.8693
-6.3249,-6.0791
-6.3249,-5.8158
6.5662,5.9736
6.5662,5.8881
6.5662,6.5191
6.5662,7.1008
-1.6183,-1.8952
-1.6183,-0.89288
-1.6183,-1.5572
-1.6183,-2.2668
-4.0678,-4.6994
-4.0678,-4.9008
-4.0678,-4.3268
-4.0678,-4.1568
4.0538,4.8548
4.0538,4.5062
-2.1897,-2.2583
-2.1897,-1.2776
-2.1897,-1.521
-1.7243,-1.0665
-1.7243,-1.1441
-1.7243,-2.2983
-1.7243,-1.8779
-0.087636,0.54137
-0.087636,0.36641
-7.3378,-7.0511
-7.3378,-6.5894
-7.3378,-6.5503
-5.0447,-4.4098
-5.0447,-4.5471
-5.0447,-5.4894
-5.0447,-4.8066
-5.0447,-5.3093
-0.13721,-0.85503
-5.2771,-5.9122
-5.2771,-6.0982
-5.2771,-4.9656
6.2355,5.7218
6.2355,6.4481
6.2355,7.0047
6.2355,5.9139
6.2355,6.5191
6.2355,7.1008
-5.8542,-5.0429
-5.8542,-6.0869
-5.8542,-6.5894
-5.8542,-5.3093
2.0796,2.3413
2.0796,1.3043
1.501,2.2775
1.501,1.3967
1.501,0.91175
-4.4098,-4.3817
-4.4098,-5.0447
-4.4098,-4.5471
-4.4098,-3.4844
-4.4098,-4.8066
-4.4098,-3.884
6.4481,6.2355
6.4481,7.0047
6.4481,5.9139
6.4481,6.5947
0.15443,0.35902
0.15443,0.55421
0.15443,-0.53534
0.15443,-0.7279
0.15443,0.91175
