0.89751,0.19881
3.8307,4.5019
3.8307,3.214
4.5019,3.8307
5.1454,4.0357
-0.21327,0.55481
5.4977,4.5156
5.4977,6.4215
4.0357,5.1454
4.0357,3.0264
8.6109,8.0574
4.5156,5.4977
0.59506,0.65681
0.65681,0.59506
0.65681,-0.42932
4.2399,4.132
-5.1778,-5.9749
1.9862,3.0264
0.73723,-0.32474
-1.2878,-2.1748
7.7673,8.7432
0.55481,-0.21327
5.0316,4.132
8.7432,7.7673
7.809,7.8066
6.863,7.5898
-5.9749,-5.1778
3.3152,4.132
8.272,8.0574
8.0574,8.6109
8.0574,8.272
4.132,4.2399
4.132,5.0316
4.132,3.3152
-5.7677,-4.7
-1.1916,-0.32474
-7.3214,-8.1606
3.0264,4.0357
3.0264,1.9862
6.4215,5.4977
6.4215,7.2261
-0.32474,0.73723
-0.32474,-1.1916
7.5898,6.863
2.8909,2.3469
2.3469,2.8909
0.19881,0.89751
2.2442,2.8289
-0.42932,0.65681
3.214,3.8307
-2.1748,-1.2878
-8.1606,-7.3214
1.8901,2.8289
2.8289,2.2442
2.8289,1.8901
7.2261,6.4215
7.8066,7.809
3.4654,2.3663
2.3663,3.4654
-4.7,-5.7677
